58908|то|ⱅⱁ|to||||0|0|||||0||||pron_hard|||
58783|на|ⱀⰰ|na||||0|0|||||0|||||||
58769|тѧ|ⱅⱔ|tę||||0|0|||||0||||ty|||
58950|остави|ⱁⱄⱅⰰⰲⰻ|ostavi||||0|0|||||0||||40|||
58946|тѹ|ⱅⱆ|tu||||0|0|||||0|||||||
66841|даръ|ⰴⰰⱃⱏ|darъ||||0|0|||||0||||masc_o_u|||
58814|твои|ⱅⰲⱁⰻ|tvojь||||0|0|||||0||||pron_soft|||
58985|прѣдъ|ⱂⱃⱑⰴⱏ|perdъ||||0|0|||||0|||||||
67031|олътаремъ|ⱁⰾⱏⱅⰰⱃⰵⰿⱏ|olъtaŕemь||||3|0||altar|olъtarjemь||0||||masc_ar|||
58771|ꙇ|ⰺ|i||||0|0|||||0|||||||
58936|шедъ|ⱎⰵⰴⱏ|šьdъ||||0|0|||||0||||jьti|||
64254|прѣжде|ⱂⱃⱑⰶⰴⰵ|perђe||||0|0|||perdje||0|||||||
67032|съмири|ⱄⱏⰿⰻⱃⰻ|sъmiri||||0|0|||||0||||40|||
58829|сѧ|ⱄⱔ|sę||||0|0|||||0||||sę|||
58764|съ|ⱄⱏ|﻿sъ||||0|0|||||0|||||||
59059|братромъ|ⰱⱃⰰⱅⱃⱁⰿⱏ|bratromь||||0|0|||||0||||masc_o|||
58780|своимъ|ⱄⰲⱁⰻⰿⱏ|svojimь||||0|0|||||0||||pron_soft|||
58771|и|ⰻ|i||||0|0|||||0|||||||
64413|тогда|ⱅⱁⰳⰴⰰ|tъgъda||||0|0|||||0|||||||
58916|пришедъ|ⱂⱃⰻⱎⰵⰴⱏ|prišьdъ||||0|0|||||0||||jьti|||
60002|принеси|ⱂⱃⰻⱀⰵⱄⰻ|prinesi||||0|0|||||0||||11|||
66841|даръ|ⰴⰰⱃⱏ|darъ||||0|0|||||0||||masc_o_u|||
58814|твои|ⱅⰲⱁⰻ|tvojь||||0|0|||||0||||pron_soft|||
58773|Бѫди|Ⰱⱘⰴⰻ|bǫdi||||0|0|||||0||||byti|||
66224|ѹвѣщаѩ|ⱆⰲⱑⱋⰰⱗ|uvěšћǞję||||0|0||come to an agreement, reconcile (refl.)|uvěstjǞję||0||||54|||
58829|сѧ|ⱄⱔ|sę||||0|0|||||0||||sę|||
58764|съ|ⱄⱏ|﻿sъ||||0|0|||||0|||||||
66225|сѫпьремь|ⱄⱘⱂⱐⱃⰵⰿⱐ|sǫpьŕemь||||0|0||enemy|sǫpьrjemь|Diels p.161 suggests that this was originally a jo-stem, but early hardening of the /ŕ/ shifted it to the i-stems. |0||||masc_jo|||
58780|своимь|ⱄⰲⱁⰻⰿⱐ|svojimь||||0|0|||||0||||pron_soft|||
66226|скоро|ⱄⰽⱁⱃⱁ|skoro||||0|0|||||0|||||||
58782|доньдеже|ⰴⱁⱀⱐⰴⰵⰶⰵ|dońьdeže||||0|0||until|donjьdeže||0|||||||
58773|еси|ⰵⱄⰻ|jesi||||0|0|||||0||||byti|||
58783|на|ⱀⰰ|na||||0|0|||||0|||||||
58763|пѫти|ⱂⱘⱅⰻ|pǫti||||0|0|||||0||||masc_i|||
58764|съ|ⱄⱏ|﻿sъ||||0|0|||||0|||||||
58765|нимь|ⱀⰻⰿⱐ|ńimь||||0|0|||njimь||0||||jь|||
58766|да|ⰴⰰ|da||||0|0|||||0|||||||
58767|не|ⱀⰵ|ne||||0|0|||||0|||||||
58768|прѣдастъ|ⱂⱃⱑⰴⰰⱄⱅⱏ|perdastъ||||0|0|||||0||||dati|||
58769|тебе|ⱅⰵⰱⰵ|tebe||||0|0|||||0||||ty|||
66222|сѫдии|ⱄⱘⰴⰻⰻ|sǫdьji||||0|0|||||0||||masc_ji|||
58771|ꙇ|ⰺ|i||||0|0|||||0|||||||
66222|сѫдии|ⱄⱘⰴⰻⰻ|sǫdьji||||0|0|||||0||||masc_ji|||
58769|тѧ|ⱅⱔ|tę||||0|0|||||0||||ty|||
58768|прѣдастъ|ⱂⱃⱑⰴⰰⱄⱅⱏ|perdastъ||||0|0|||||0||||dati|||
58772|слѹѕѣ|ⱄⰾⱆⰷⱑ|slugě||||0|0|||||0||||masc_a|||
58771|ꙇ|ⰺ|i||||0|0|||||0|||||||
58774|въ|ⰲⱏ|vъ||||0|0|||||0|||||||
66223|темьницѫ|ⱅⰵⰿⱐⱀⰻⱌⱘ|tьmьnikǫ||||0|0||түрме|||0||||fem_a_PV3|||
58778|въвръжетъ|ⰲⱏⰲⱃⱏⰶⰵⱅⱏ|vъvŕ̥žetъ||||0|0||throw in|||0||||14|||
58769|тѧ|ⱅⱔ|tę||||0|0|||||0||||ty|||
64583|аминь|ⰰⰿⰻⱀⱐ|aminь|||aminъ|25|0|||||0|ἀμὴν||||||
58791|г҃лѭ|ⰳ҃ⰾⱙ|golgoĺǫ||||0|0|||golgoljǫ||0||||52|||
58769|тебѣ|ⱅⰵⰱⱑ|tebě|||tobě|0|0|||||0||||ty|||
58767|не|ⱀⰵ|ne||||0|0|||||0|||||||
58784|изидеши|ⰻⰸⰻⰴⰵⱎⰻ|jьzidetъ||||0|0|||||0||||jьti|||
66939|отъ тѫдѣ|ⱁⱅⱏ ⱅⱘⰴⱑ|otъtǫdě||||0|0|||||0|||||||
58782|доньдеже|ⰴⱁⱀⱐⰴⰵⰶⰵ|dońьdeže||||0|0||until|donjьdeže||0|||||||
58787|въздаси|ⰲⱏⰸⰴⰰⱄⰻ|vъzdasi||||0|0|||||0||||dati|||
58788|послѣдьнии|ⱂⱁⱄⰾⱑⰴⱐⱀⰻⰻ|poslědьńь||||0|0|||poslědьnjь||0||||adj_soft|||
58789|кодрантъ|ⰽⱁⰴⱃⰰⱀⱅⱏ|kodrantъ||||2|0|W||||0|κοδράντην|||masc_o|||
58797|Слъішасте|Ⱄⰾⱏⰹⱎⰰⱄⱅⰵ|slyšǞste||||0|0|||||0||||31|||
58792|ѣко|ⱑⰽⱁ|ako||||0|0|||||0|||||||
58793|речено|ⱃⰵⱍⰵⱀⱁ|rečeno||||0|0|||||0||||11|||
58773|бъіⷭ҇|ⰱⱏⰹⷭ҇|bystъ|by|||0|0|||||0||||byti|||
66229|древънимъ|ⰴⱃⰵⰲⱏⱀⰻⰿⱏ|drevĺьńemъjimъ||||0|2|||drevjьnjemъjimъ||0||||adj_soft|||
58767|не|ⱀⰵ|ne||||0|0|||||0|||||||
58796|прѣлюбъі|ⱂⱃⱑⰾⱓⰱⱏⰹ|perĺuby|perĺubъvь|||0|0|||perljuby||0||||fem_uu|||
58795|сътвориши|ⱄⱏⱅⰲⱁⱃⰻⱎⰻ|sъtvoriši||||0|0|||||0||||40|||
58807|азъ|ⰰⰸⱏ|azъ||||0|0|||||0||||azъ|||
58808|же|ⰶⰵ|že||||0|0|||||0|||||||
58791|г҃лѭ|ⰳ҃ⰾⱙ|golgoĺǫ||||0|0|||golgoljǫ||0||||52|||
58810|вамъ|ⰲⰰⰿⱏ|vamъ||||0|0|||||0||||ty|||
58792|ѣко|ⱑⰽⱁ|ako||||0|0|||||0|||||||
65732|вьсѣкъ|ⰲⱐⱄⱑⰽⱏ|vьxakъ||||0|0|||||0||||pron_hard|||
58800|иже|ⰻⰶⰵ|jьže||||0|0|||||0||||jьže|||
58798|вьзьритъ|ⰲⱐⰸⱐⱃⰻⱅⱏ|vъzьritъ||||0|0|||||0||||31|||
58783|на|ⱀⰰ|na||||0|0|||||0|||||||
58801|женѫ|ⰶⰵⱀⱘ|ženǫ||||0|0|||||0||||fem_a|||
58764|съ|ⱄⱏ|﻿sъ||||0|0|||||0|||||||
58802|похотиѭ|ⱂⱁⱈⱁⱅⰻⱙ|poxotьjǫ||||0|0|||||0||||fem_i|||
58803|юже|ⱓⰶⰵ|juže||||0|0|||||0|||||||
66231|любъі|ⰾⱓⰱⱏⰹ|ĺuby|ĺubъvь|||0|0|||ljuby||0||||fem_uu|||
58795|сътвори|ⱄⱏⱅⰲⱁⱃⰻ|sъtvori||||0|0|||||0||||40|||
58764|съ|ⱄⱏ|﻿sъ||||0|0|||||0|||||||
58765|неѭ|ⱀⰵⱙ|ńejǫ||||0|0|||njejǫ||0||||jь|||
58774|въ|ⰲⱏ|vъ||||0|0|||||0|||||||
58805|с҃рдци|ⱄ҃ⱃⰴⱌⰻ|sŕ̥dьki|sŕ̥dьkě|||0|0|||||0||||nt_o_PV3|||
58780|своемь|ⱄⰲⱁⰵⰿⱐ|svojemь||||0|0|||||0||||pron_soft|||
58819|аще|ⰰⱋⰵ|aћe||||0|0|||atje||0|||||||
