58774|Въ|Ⰲⱏ|vъ||||0|0|||||0|||||||
64399|концъ|ⰽⱁⱀⱌⱏ|konьkь|konьkъ|||0|0|||||0||||masc_o_PV3|||
58774|въ|ⰲⱏ|vъ||||0|0|||||0|||||||
68823|пѣнъіхъ|ⱂⱑⱀⱏⰹⱈⱏ|pěnьjixъ||||0|0|||||0||||nt_jo|||
64017|разѹмъ|ⱃⰰⰸⱆⰿⱏ|orzumъ||||0|0|||||0||||masc_o|||
64023|д҃авид҃ов҃ъ|ⰴ҃ⰰⰲⰻⰴ҃ⱁⰲ҃ⱏ|davydovъ||||25|0|W||||0|Δαυὶδ|||adj_hard|||
69176|псалмъ|ⱂⱄⰰⰾⰿⱏ|pъsalъmъ||||2|0|||||0|ψαλμός|||masc_o|||
|Въѹші|Ⰲⱏⱆⱎⰹ||||||||||||||||||||||
60009|бж҃е|ⰱⰶ҃ⰵ|bože||||0|0|||||0||||masc_o|||
59126|молітвѫ|ⰿⱁⰾⰹⱅⰲⱘ|modlitvǫ||||0|0|||||0||||fem_a|||
58929|моѭ|ⰿⱁⱙ|mojǫ||||0|0|||||0||||pron_soft|||
58771|Ꙇ|Ⰺ|i||||0|0|||||0|||||||
58767|не|ⱀⰵ|ne||||0|0|||||0|||||||
83523|прѣзърі|ⱂⱃⱑⰸⱏⱃⰹ|perzьri||||0|0||disregard, scorn|||0||||31|||
|моленъѣ|ⰿⱁⰾⰵⱀⱏⱑ||||||||||||||||||||||
58929|моего|ⰿⱁⰵⰳⱁ|mojego||||0|0|||||0||||pron_soft|||
81174|Вонъмі|Ⰲⱁⱀⱏⰿⰹ|vъnьmi||||0|0||catch [fire]|||0||||12|||
58771|ꙇ|ⰺ|i||||0|0|||||0|||||||
64238|ѹслъіші|ⱆⱄⰾⱏⰹⱎⰹ|uslyši||||0|0|||||0||||31|||
58807|мѩ|ⰿⱗ|mę||||0|0|||||0||||azъ|||
|Въскръбѣхъ|Ⰲⱏⱄⰽⱃⱏⰱⱑⱈⱏ||||||||||||||||||||||
66757|печальѭ|ⱂⰵⱍⰰⰾⱐⱙ|pečǞlьjǫ||||0|0|||||0||||fem_i|||
