59126|мол|ⰿⱁⰾ|modlitva||||0|0|||||0||||fem_a|||
66511|егда|ⰵⰳⰴⰰ|jegъda||||0|0|||||0|||||||
64035|хотѧще|ⱈⱁⱅⱔⱋⰵ|xotęћe|||xъtěti|0|0|||xotętje||0||||will|||
59493|виноградъ|ⰲⰻⱀⱁⰳⱃⰰⰴⱏ|vinogordъ||||0|0|||||0||||masc_o|||
66861|садити|ⱄⰰⰴⰻⱅⰻ|saditi||||0|0|||||0||||40|||
58769|Тъі|Ⱅⱏⰹ|ty||||0|0|||||0||||ty|||
58773|еси|ⰵⱄⰻ|jesi||||0|0|||||0||||byti|||
64943|х҃е|ⱈ҃ⰵ|xristose||||2|0|||||0|Χριστὸς|||masc_o|||
59493|виноградъ|ⰲⰻⱀⱁⰳⱃⰰⰴⱏ|vinogordъ||||0|0|||||0||||masc_o|||
59924|истинънъіи|ⰻⱄⱅⰻⱀⱏⱀⱏⰹⰻ|jьstinьnъjь||||0|1|||||0||||adj_hard|||
58771|і|ⰹ|i||||0|0|||||0|||||||
58993|оц҃ь|ⱁⱌ҃ⱐ|otьkь|otьkъ|||0|0|||||0||||masc_o_PV3|||
58814|твои|ⱅⰲⱁⰻ|tvojь||||0|0|||||0||||pron_soft|||
67038|дѣлатель|ⰴⱑⰾⰰⱅⰵⰾⱐ|dělateĺь||||0|0||doer, carryer-out, commiter; labourer, workman; farmer|dělateljь||0||||masc_tel|||
58773|есть|ⰵⱄⱅⱐ|jestъ||||0|0|||||0||||byti|||
58769|тъі|ⱅⱏⰹ|ty||||0|0|||||0||||ty|||
58780|своѩ҃|ⱄⰲⱁⱗ҃|svoję||||0|0|||||0||||pron_soft|||
66565|апл҃ъі|ⰰⱂⰾ҃ⱏⰹ|apostoly||||2|0|||||0|ἀπόστολος|||masc_o|||
150572|лозие|ⰾⱁⰸⰻⰵ|lozьje||||0|0||vine|||0||||nt_jo|||
59127|нареклъ|ⱀⰰⱃⰵⰽⰾⱏ|nareklъ||||0|0|||||0||||11|||
58773|еси|ⰵⱄⰻ|jesi||||0|0|||||0||||byti|||
58769|тъі|ⱅⱏⰹ|ty||||0|0|||||0||||ty|||
60283|ил҃ѣ|ⰻⰾ҃ⱑ|jizrajiĺǞ||||25|0|W||jizrajiljǞ||0|Ἰσραήλ|||masc_jo|||
58785|отъ|ⱁⱅⱏ|otъ||||0|0|||||0|||||||
83952|еꙉюпта|ⰵⰼⱓⱂⱅⰰ|jeǵüpьta||||25|0|W|Egypt|||0|Αἴγυπτος|||masc_o|||
125638|прѣнесе|ⱂⱃⱑⱀⰵⱄⰵ|pernese||||0|0|||||0||||11|||
58771|и|ⰻ|i||||0|0|||||0|||||||
60252|изгъна|ⰻⰸⰳⱏⱀⰰ|jьzgъna||||0|0|||||0||||51_abl|||
59128|ѩзъікъі|ⱗⰸⱏⰹⰽⱏⰹ|języky||||0|0|||||0||||masc_o|||
58771|и|ⰻ|i||||0|0|||||0|||||||
59494|насади|ⱀⰰⱄⰰⰴⰻ|nasadi||||0|0|||||0||||40|||
58765|ѩ|ⱗ|ję||||0|0|||||0||||jь|||
60062|такожде|ⱅⰰⰽⱁⰶⰴⰵ|takoђe||||0|0|||takodje||0|||||||
58901|и|ⰻ|i||||0|0|||||0|||||||
64687|нъінѣ|ⱀⱏⰹⱀⱑ|nyně|||nyńǞ|0|0||||See essja p.59-60; apparently cognate with Lith.  nunai, and the final -ně with Gk. nai. The frequent occurence of the palatalisation diacritic and <ꙗ> in Cyr. mss. is a big problem.|0|||||||
67620|призьри|ⱂⱃⰻⰸⱐⱃⰻ|prizьri||||0|0||look at; look after, pay attention to|||0||||31|||
58783|на|ⱀⰰ|na||||0|0|||||0|||||||
59493|виноградъ|ⰲⰻⱀⱁⰳⱃⰰⰴⱏ|vinogordъ||||0|0|||||0||||masc_o|||
59234|съ|ⱄⱏ|sь||||0|0|||||0||||sь|||
58771|і|ⰹ|i||||0|0|||||0|||||||
59494|насади|ⱀⰰⱄⰰⰴⰻ|nasadi||||0|0|||||0||||40|||
58765|и|ⰻ|jь||||0|0|||||0||||jь|||
58771|і|ⰹ|i||||0|0|||||0|||||||
150573|ѹкорени|ⱆⰽⱁⱃⰵⱀⰻ|ukoreni||||0|0|||||0||||40|||
58765|и|ⰻ|jь||||0|0|||||0||||jь|||
58771|і|ⰹ|i||||0|0|||||0|||||||
69870|ѹглѫби|ⱆⰳⰾⱘⰱⰻ|uglǫbi||||0|0||deepen; bury deeper|||0||||40|||
67655|мл҃сть|ⰿⰾ҃ⱄⱅⱐ|milostь||||0|0|||||0||||fem_i|||
58814|твоѭ|ⱅⰲⱁⱙ|tvojǫ||||0|0|||||0||||pron_soft|||
58783|на|ⱀⰰ|na||||0|0|||||0|||||||
58765|нь|ⱀⱐ|ńь||||0|0|||njь||0||||jь|||
59495|огради|ⱁⰳⱃⰰⰴⰻ|ogordi||||0|0|||||0||||40|||
58765|и|ⰻ|jь||||0|0|||||0||||jь|||
68965|острогомь|ⱁⱄⱅⱃⱁⰳⱁⰿⱐ|ostrogomь||||0|0||||Vasmer gives Ukr. остріг, Pol. ostróg as cognates|0||||masc_o|||
119821|въходъі|ⰲⱏⱈⱁⰴⱏⰹ|vъxody||||0|0|||||0||||masc_o|||
58771|и|ⰻ|i||||0|0|||||0|||||||
68532|исходъі|ⰻⱄⱈⱁⰴⱏⰹ|jьsxody||||0|0|||||0||||masc_o|||
58765|его|ⰵⰳⱁ|jego||||0|0|||||0||||jь|||
66370|ізбави|ⰹⰸⰱⰰⰲⰻ|jьzbavi||||0|0|||||0||||40|||
58785|отъ|ⱁⱅⱏ|otъ||||0|0|||||0|||||||
65098|снѣга|ⱄⱀⱑⰳⰰ|sněga||||0|0|||||0||||masc_o|||
58771|і|ⰹ|i||||0|0|||||0|||||||
58785|отъ|ⱁⱅⱏ|otъ||||0|0|||||0|||||||
